song_name,artist,lyrics,emotion
It's Ok For Me Now,David Bayu," 

 
Kau yang selalu aku rindu
Dan kau yang selalu aku tunggu
Tapi kau, kau, kau tidak
Begitu kepadaku

 
Kau yang selalu aku cinta
Dan kau yang selalu aku sayang
Tapi kau, kau, kau tidak
Begitu kepadaku

 
Cintaku bertepuk sebelah tangan
Sayangku hanyalah tinggal kenangan
I’ve been hurt, hurt, hurt, hurt, hurt
But I’m fine, fine, fine, fine, fine

 
And it’s OK for me now
It’s OK for me now, yeah

 
You might also like 
Tapi kau, kau, kau tidak
Begitu kepadaku

 
Cintaku bertepuk sebelah tangan
Sayangku hanyalah tinggal kenangan
Cintaku bertepuk sebelah tangan
Sayangku hanyalah tinggal kenangan
I’ve been hurt, hurt, hurt, hurt, hurt
But I’m fine, fine, fine, fine, fine
Whoa I've been hurt, hurt, hurt, hurt, hurt
But I’m fine, finе, fine, fine, fine

 
And it’s OK for mе now
It’s OK for me now, yeah
It’s OK for me now
And it’s OK for me now

 
It’s OK for me now",0
Apa Mungkin,Bernadya," 
Arungi malam
Terjaga kala semua telah terbenam
Berkaca, bertanya
Apa ku buat salah?
Kalaupun iya, apa?

 
Apakah sebesar itu hingga
Kau pergi tanpa aba-aba?
Bahkan tanpa alasan
Hingga aku harus menerka-nerka
Salahku di mana

 
Apa mungkin caraku bicara?
Apa mungkin caraku tertawa?
Apa mungkin dengkurku saat tertidur lelap?
Atau mungkin kamu yang tak lagi cinta?

 
Sampai sekarang
Dari ku belum ada yang berubah
Ku bisa salah, maka itu jelaskanlah
Di mana letak yang tak kau suka?
You might also like 
Apa mungkin caraku bicara?
Apa mungkin caraku tertawa?
Apa mungkin dengkurku saat tertidur lelap?
Atau mungkin kamu yang tak lagi cinta?

 

 
Dari dulu semua burukku
Kau terima katamu tiada yang mengganggu
Mengapa tiba-tiba
Jadi masalah?

 
Sejak kapan semuanya berubah?
Apa sejak kau lihatku marah?
Apa kar'na leluconku itu-itu saja?
Atau memang kamu yang tak lagi cinta?

Apa mungkin caraku bicara?
Apa mungkin caraku tertawa?
Apa mungkin dengkurku saat tertidur lelap?
Atau mungkin kamu yang tak
 
Atau mungkin kamu yang tak
Tak lagi cinta?",0
Untuk Perempuan Yang Sedang Di Pelukan,Payung Teduh," 
Tak terasa gelap pun jatuh
Di ujung malam
Menuju pagi yang dingin
Hanya ada sedikit bintang malam ini
Mungkin karena kau
Sedang cantik-cantiknya

 
Lalu mataku merasa malu
Semakin dalam
Ia malu kali ini
Kadang juga ia takut
Tatkala harus
Berpapasan di tengah pelariannya

 
Di malam hari
Menuju pagi
Sedikit cemas
Banyak rindunya

 

 
Di malam hari
Menuju pagi
Sedikit cemas
Banyak rindunyaYou might also like",0
Kukira Kau Rumah,Amigdala," 
Kau datang tatkala
Sinar senjaku telah redup
Dan pamit ketika
Purnamaku penuh seutuhnya

 
Kau yang singgah tapi tak sungguh
Kau yang singgah tapi tak sungguh

 
Kukira kau rumah
Nyatanya kau cuma aku sewa
Dari tubuh seorang perempuan
Yang memintamu untuk pulang

 
Kau bukan rumah
Kau bukan rumah
Kau bukan rumah
Kau bukan rumah

 

 
Kukira kau rumah
Nyatanya kau cuma aku sewa
Dari tubuh seorang perempuan
Yang memintamu untuk pulang
You might also like 
Kau bukan rumah
Kau bukan rumah
Kau bukan rumah
Kau bukan rumah

Kau bukan rumah
Kau bukan rumah
Kau bukan rumah
Kau bukan rumah",0
Membasuh,Hindia," 

 
Selama ini
Kunanti
Yang kuberikan datang berbalik
Tak kunjung pulang
Apa pun yang terbilang
Di daftar pamrihku seorang

 
Telat kusadar hidup bukanlah
Perihal mengambil yang kau tebar
Sedikit air yang kupunya
Milikmu juga bersama

 
Bisakah kita tetap memberi
Walau tak suci?
Bisakah terus mengobati
Walau membiru?
Cukup besar 'tuk mengampuni
'Tuk mengasihi
Tanpa memperhitungkan masa yang lalu
Walau kering
Bisakah kita tetap membasuh?
You might also like 

 
Kita bergerak dan bersuara
Berjalan jauh, tumbuh bersama
Sempatkan pulang ke beranda
'Tuk mencatat hidup dan harganya

 
Bisakah kita tetap memberi
Walau tak suci?
Bisakah terus mengobati
Walau membiru?
Cukup besar 'tuk mengampuni
'Tuk mengasihi
Tanpa memperhitungkan masa yang lalu
Walau kering
Bisakah kita tetap membasuh?

 
Mengering sumurku
Terisi kembali
Kutemukan
Makna hidupku di sini
Mengering sumurku
Terisi kembali
Kutemukan
Makna hidupku di sini
 
Bisakah kita tetap memberi
Walau tak suci?
Bisakah terus mengobati
Walau membiru?
Cukup besar 'tuk mengampuni
'Tuk mengasihi
Tanpa memperhitungkan masa yang lalu
Walau kering
Bisakah kita tetap membasuh?
Membasuh

 
Mengering sumurku
Terisi kembali
Kutemukan
Makna hidupku di sini
Mengering sumurku
Terisi kembali
Kutemukan
Makna hidupku di sini
Mengering sumurku
Terisi kembali
Kutemukan
Makna hidupku di sini
 
Mengering sumurku
Terisi kembali
Kutemukan
Makna hidupku di sini",1
Sudah - Story of Kale - Original Motion Picture Soundtrack,Ardhito Pramono," 

 
Sudah
Sudahi semua bicara
Kuingin segera berdua
Dan pagi menjelang
Melahirkan mentari pagi dan sudah
Sudahi semua prasangka
Dunia berputarlah saja
Rekam peristiwa yang takkan terulangi lagi dan sudah
Sudahi malam yang duka
Dunia kau kan baik saja
Hujan akan tiba melahirkan pelangi

 
Belajar memahami masa depan
Takkah yang disimpan akan tenang?
Melahirkan semua nada indah
Mencoba menjadi bahagia mu sendiri

 
Sudah lupakan semua derita
Doa semesta menjaga
Luka akan hilang
Perlahan terobati, ooh
You might also like 
Belajar memahami masa depan
Takkah yang disimpan akan tenang?
Melahirkan semua nada indah
Mencoba menjadi bahagia mu sendiri1",0
Rayuan Perempuan Gila,Nadin Amizah," 

 
Menurutmu berapa lama lagi kau kan mencintaku?
Menurutmu apa yang bisa terjadi dalam sewindu?
Bukan apa, hanya bersiap, tak ada yang tahu, aku takut
Tak pernah ada yang lama menungguku sejak dulu

 
Yang terjadi sebelumnya
Semua orang takut padaku

 
Memang tidak mudah
Mencintai diri ini
Namun aku berjanji
Akan mereda seperti semestinya

 
Menurutmu apa benar saat ini kau masih mencintaku?
Menurutmu apa yang bisa dicinta dari diriku?
Bukan apa, hanya bersiap, tak ada yang tahu, aku takut
Tak pernah ada yang lama menungguku sejak dulu

 
Yang terjadi sebelumnya
Semua orang takut padaku
You might also like 
Panggil aku perempuan gila
Hantu berkepala, keji membunuh kasihnya
Penuh ganggu di dalam jiwanya
Sambil penuh cinta diam-diam berusaha
Selalu tahu akan ditinggalkan
Namun demi Tuhan aku berusaha!

 
Memang tidak mudah
Mencintai diri ini
Namun aku berjanji
Akan mereda seperti semestinya

 
 
 
 
 ",0
Sorai,Nadin Amizah," 
Langit dan laut saling membantu
Mencipta awan, hujan pun turun
Ketika dunia saling membantu
Lihat, cinta mana yang tak jadi satu

 
Kau memang manusia sedikit kata
Bolehkah aku yang berbicara?
Kau memang manusia tak kasat rasa
Biar aku yang mengemban cinta

 
Awan dan alam saling bersentuh
Mencipta hangat, kau pun tersenyum
Ketika itu kulihat syahdu
Lihat, hati mana yang tak akan jatuh

 
Kau memang manusia sedikit kata
Bolehkah aku yang berbicara
Kau memang manusia tak kasat rasa
Biar aku yang mengemban cinta

 
Kau dan aku saling membantu
Membasuh hati yang pernah pilu
Mungkin akhirnya tak jadi satu
Namun bersorai pernah bertemuYou might also like",1
Di Ambang Karam,Amigdala," 
Jangan mau 'tuk mengalir
Sebab nanti kau akan terbawa arus
Jangan mau 'tuk berjalan
Sebab nanti kau akan hilang arah
Lalu tinggalah kau sendiri

 
Dia bilang mengalir saja

 
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Lalu hanyut dan hilang

 
Saat kau ragu arah tuju
Di situlah kau mulai terbawa arus
Dalam kamu kian tergerus
Kau tahu itu kau telah hilang arah
Lalu tinggalah kau sendiri

 
Dia bilang mengalir saja
You might also like 
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Mengalir, mengalir
Lalu hanyut dan hilang",0
Tuhan Sebut Sia-Sia,Amigdala," 
Aku, dingin
Dan kau makin semarak menuang cuka di atas luka

 
Aku mendakimu jauh sampai patah kaki
Sedang kau mati suri berdendang sendiri
Aku mendakimu jauh sampai patah kaki
Sedang kau mati suri berdendang sendiri

 

 
Aku, dingin
Dan kau makin semarak menuang cuka di atas luka

 
Aku mendakimu jauh sampai patah kaki
Sedang kau mati suri berdendang sendiri
Aku mendakimu jauh sampai patah kaki
Sedang kau mati suri berdendang sendiri

 
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-sia
Sejak itu Tuhan sebut kita sia-siaYou might also like",0
Nanti Kita Seperti Ini,Batas Senja,"Ini gambaran kita suatu hari nanti
Set'lah sekian lama kita jalani
Lewati masa-masa yang berarti
♪
Kini, ku sudah yakin pada satu hati
Yang kurasa tepat untuk temani
Sekarang hingga aku tua nanti
Ingin punya rumah 'tuk tempat bermesra
Kau dipanggil ibu, sementara aku ayah
Bertukar cerita di ruang k'luarga
Bercengkerama dan menimang buah hati kita
Sederhana
Bahagia ini lengkap sudah
Sama-sama
Hingga nanti kita tutup mata
♪
Ha-ah
Ha-ah
Ha-ah
Ingin punya rumah 'tuk tempat bermesra
Kau dipanggil ibu, sementara aku ayah
Bertukar cerita hingga lelap mata
Lalu datang pagi, kau memasak, ku bekerja
Sederhana
Bahagia ini lengkap sudah
Sama-sama
Hingga nanti ajal kita tiba
S'moga saja
Niat baik 'kan terwujud seg'ra
Asal kita
Percaya Dia Maha Segalanya
Jangan dulu lelah, yakin semua indah
Pejamkanlah mata, pada-Nya kita berserahYou might also like",1
"Teman Perjalanan - Dear Nathan, Thank You Salma - Original Motion Picture Soundtrack",Ardhito Pramono," 

 
Kupejamkan mata
Terlihat kamu di sana
Seorang pembawa cerita
Aku bukan pujangga
Atau orang yang hebat
Ku hanya ingin dicinta

 
Bulan telah berganti
Sejak semua terjadi
Tak mudah untuk mengucap
Janji
Beban rasa di dada
Takkan habis dirasa
Teman pun tak kunjung tiba

 
Beri jeda sedikit saja
Agar tahu artinya
Kar'na dalam kisah asmara
Tak semua harus bahagia
Beri jeda sedikit saja
Agar kita tahu artinya
Semua bisa bahagia
You might also like 
Belum tahu artinya
Dunia di depan mata
Berat untuk ungkapkan cinta
Ego aku yang dulu
Lupakan, maafkan kar'na kita bisa bahagia

 
Berhentilah berlari
T'lah lama ku sendiri
Biar terus berganti
Kaulah teman perjalanan

 
Beri jeda sedikit saja
Agar tahu artinya
Kar'na dalam kisah asmara
Tak semua harus bahagia
Beri jeda sedikit saja
Agar kita tahu artinya
Semua bisa bahagia",1
Taruh,Nadin Amizah,"Lirik ""Taruh""

 
Ku sudah tahu dari awal
Mencintai bukan perkara kebal
Jauh dari kata mudah dan asal
Kupelajari sedari kecil
Berteriak di atas tenggorokan
Hujan serapah dan makian
Hancur lebih mudah dari bertahan
Kupelajari sedari kecil

 
Dan dari situ cara pandangku
Melihat cinta berwarna keruh
Seperti bertaruh apa kau dan aku
Akan jadi sama seperti itu

 
Aku punya harapan 'tuk kita
Yang masih kecil di mata semua
Walau takut kadang menyebalkan
Tapi sepanjang hidup 'kan kuhabiskan
Walau tak terdengar masuk akal
Bagi mereka yang tak percaya
Tapi kita punya kita
Yang akan melawan dunia
You might also like 
Aku sudah tahu dari awal
Rasa takut masih kugenggam nyaman
Cinta dan jenisnya seperti seram
Kupelajari sedari kecil

 
Dan dari situ cara pandangku
Melihat cinta berwarna keruh
Seperti bertaruh apa kau dan aku
Akan jadi sama seperti itu

 
Aku punya harapan 'tuk kita
Yang masih kecil di mata semua
Walau takut kadang menyebalkan
Tapi sepanjang hidup 'kan kuhabiskan
Walau tak terdengar masuk akal
Bagi mereka yang tak percaya
Tapi kita punya kita
Yang akan melawan dunia",1
Langit Abu-Abu,Tulus," 

 
Tak mungkin secepat itu kau lupa
Air mata sedihmu kala itu
Mengungkapkan semua kekurangannya
Semua dariku yang tak dia punya

 
Daya pikat yang memang engkau punya
Sungguh-sungguh ingin aku lindungi
Dan setelah luka-lukamu reda
Kau lupa aku juga punya rasa

 
Lalu kau pergi kembali dengannya
Aku pernah menyentuhmu apa kau malu

 
Di bawah basah langit abu-abu
Kau di mana?
Di lengangnya malam menuju minggu
Kau di mana?

 
Kadang dering masih ada namamu
Beberapa pesan singkat untukku
Entah apa maksudmu, yang kutahu
Sayangimu aku telah keliru
You might also like 
Ayo, tulis di buku harianmu
Kelak jelaskan bila engkau punya waktu

 
Di bawah basah langit abu-abu
Kau di mana?
Di lengangnya malam menuju minggu
Kau di mana?

 
Bertemukah kau dengan sang puas?
Benar senangkah rasa hatimu?
Bertemukah kau dengan sang puas?
Benar senangkah rasa hatimu?

 
Di bawah basah langit abu-abu
Kau di mana?
Di lengangnya malam menuju minggu
Kau di mana?
Di bawah basah langit abu-abu
Kau di mana?
Di lengangnya malam menuju minggu
Kau di mana?
Kau di mana?",1
Rumah Ke Rumah,Hindia," 

 
Menyesal, tak kusampaikan
Cinta monyetku ke Kanya dan Rebecca
Apa kabar kalian di sana?
Semoga hidup baik-baik saja
Tak belajar, terkena getahnya
Saat bersama Thanya dan Saphira
Kupercaya mungkin bukan jalannya
Namun kalian banyak salah juga
Jika dahulu ku tak cepat berubah
Ini maafku untukmu, Sharfina
Segala doa yang baik adanya
Untukmu dan mimpimu yang mulia

 
Pindah berkala, rumah ke rumah
Berharap bisa berujung indah
Walau akhirnya harus berpisah
T'rima kasih kar'na ku tak mudah
Pindah berkala, rumah ke rumah
Berharap bisa berujung indah
Walau akhirnya harus berpisah
T'rima kasih kar'na ku tak mudah
You might also like 
Maaf jika ku sering buat susah
Indisya, Panda, Anggra, Caca, Sismita
P'rempuan terkuat dalam hidupku
Terjanglah apa pun yang kalian tuju
Kau datang saat gelapku merekah
Seluruh hatiku untukmu, Meidiana
Kau pantas dapatkan yang baik di dunia
S'moga kita bertahan lama

 
Pindah berkala, rumah ke rumah
Mengambil pelajaran jika berpisah
Jikalau suatu saat berujung indah
Catat nama kita dalam sejarah
Pindah berkala, rumah ke rumah
Mengambil pelajaran jika berpisah
Jikalau suatu saat berujung indah
Catat nama kita dalam sejarah

 
Letih mengembara, rumah ke rumah
Kadang ku lupa akanmu, Amalia
Siap sedia tiap ku bercerita
Ku beruntung jadi anakmu, Bunda
 
Pindah berkala, rumah ke rumah
Selalu pada diri-Mu aku berserah
Jika ku disebut dalam sejarah
M'reka takkan lupa kar'na siapa
Pindah berkala, rumah ke rumah
Selalu pada diri-Mu aku berserah
Jika aku disebut dalam sejarah
M'reka takkan lupa kar'na siapa",1
Kembali Pulang,Suara Kayu," 

 
Sekedar berandai menetapi diri ini
Berpencar pergi tuk mencari apa yang lama dicari

 
Pergi tanpa pamrih pergi tanpa pamit akan
Ke sana kemari tanpa arah serta ratusan makian

 
Kembali pulang 'tuk menenangi
Banyaknya luka yang berantakan
Peluk hangat sikap 'tuk sembuhkan
Kembali pulang bersama terang
Menghiasi diri merayakan
Genggaman tangan yang masih ada

 

 
Kembali pulang tuk menenangi
Banyaknya luka yang berantakan
Peluk hangat sikap tuk sembuhkan
Kembali pulang bersama terang
Menghiasi diri merayakan
Genggaman tangan yang masih ada, hmmYou might also like",0
Kau Rumahku,raissa anggiani," 

 
Bagaikan sungai yang tak punya malu
Mengalir meskipun terancam surut
Lalu kakimu melangkah kerumahku
Setengah melirik, mencoba rayu

 
Apa yang kau inginkan
Dari senyumku, ya Tuan?

 
Gemar sekali kau lukiskan bintang untuku
Sungguh lihai tanganmu menata kembali hati
Yang hampir mati
Kan ku letakan hangat ditengah duka kita
Jangan biarkan ku pulang
Kerumah yang bukan engkau

 
Du-du-du
Ah-du-du-du-du-oh

 
Bicarakan tentang seisi dunia
Perllahan mendekat bisikan cinta
Membuatku terlena
Kedalam pesona sukma yang begitu indah
You might also like 
Apa yang kau inginkan
Dari senyumku, ya Tuan?

 
Gemar skali kau lukiskan bintang untuku
Sungguh lihai tanganmu menata kembali hati
Yang hampir mati
Kan ku letakan hangat ditengah duka kita
Jangan biarkan ku pulang
Kerumah yang bukan engkau

 
Jika mampu menjelajahi langit
Kan ku petik pelangi tuk warnai harimu
Jangan khawatir masih ada aku
Jangan khawatir masih ada aku

 
 

 
Gemar skali kau lukiskan bintang untuku
Sungguh lihai tanganmu mеnata kembali hati
Yang hampir mati
Kan ku letakan hangat ditengah duka kita
 
Kan aku pеrsilahkan kau menetap disini",0
Runtuh,Feby Putri," 

 
Ku terbangun lagi di antara sepi
Hanya pikiran yang ramai
Mengutuki diri tak bisa kembali
Tuk mengubah alur kisah

 
Ketika mereka meminta tawa
Ternyata rela tak semudah kata

 
Tak perlu khawatir, ku hanya terluka
Terbiasa tuk pura-pura tertawa
Namun, bolehkah sekali saja ku menangis?
Sebelum kembali membohongi diri

 
Ketika kau lelah, berhentilah dulu
Beri ruang, beri waktu

 
Mereka bilang, syukurilah saja
Padahal rela tak semudah kata
You might also like 
Tak perlu khawatir, ku hanya terluka
Terbiasa tuk pura-pura tertawa
Namun, bolehkah sekali saja ku menangis?
Sebelum kembali membohongi diri

 
Ha-ha-ha-ha
Ha-ha-ha-ha
Ha-ha-ha-ha, oh

 
Kita hanyalah manusia yang terluka
Terbiasa tuk pura-pura tertawa
Namun, bolehkah sekali saja ku menangis?
Ku tak ingin lagi membohongi diri

 
Ku ingin belajar menerima diri",1
Lantas,Juicy Luicy," 

 
Lima hari sudah kurindu
Tak bisa kumenghubungimu
Kau sedang dengan dirinya
Sedang kita rahasia
Kapankah kau ada waktu
Sembunyi untuk bertemu

 
Baru kau sapa ku tersipu
Kau puji lupa amarahku
Karena kau paling tahu
Cara lemahkan hatiku
Bahwa tak ada yang pasti
Yang kau beri hanya mimpi

 
Lantas mengapa ku masih menaruh hati
Padahal ku tahu kau t'lah terikat janji
Keliru ataukah bukan, tak tahu
Lupakanmu, tapi ku tak mau

 
Baru kau sapa ku tersipu
Kau puji lupa amarahku
Karena kau paling tahu
Cara lemahkan hatiku
Bahwa tak ada yang pasti
Yang kau beri hanya mimpi
You might also like 
Lantas mengapa ku masih menaruh hati
Padahal ku tahu kau t'lah terikat janji
Keliru ataukah bukan, tak tahu
Lupakanmu, tapi ku tak mau

Pantaskah aku menyimpan rasa cemburu
Padahal bukan aku yang memilikimu
Sanggup sampai kapankah, ku tak tahu
Akankah akal sehat menyadarkanku?

 

 
Lantas mengapa ku masih menaruh hati
Padahal ku tahu kau t'lah terikat janji
Keliru ataukah bukan, tak tahu
Lupakanmu, tapi ku tak mau

Pantaskah aku menyimpan rasa cemburu
Padahal bukan aku yang memilikimu
Sanggup sampai kapankah, ku tak tahu
Akankah akal sehat menyadarkanku?",1
Sempurna,Andra & The Backbone," 

 
Kau begitu sempurna
Di mataku kau begitu indah
Kau membuat diriku
Akan selalu memujamu

 
Di setiap langkahku
'Ku 'kan selalu memikirkan dirimu
Tak bisa ku bayangkan
Hidupku tanpa cintamu

 
Janganlah kau tinggalkan diriku
Takkan mampu menghadapi semua
Hanya bersamamu 'ku akan bisa

 
Kau adalah darahku
Kau adalah jantungku
Kau adalah hidupku
Lengkapi diriku
Oh, sayangku kau begitu
You might also like 
Sempurna
Sempurna

 
Kau genggam tanganku
Saat diriku lemah dan terjatuh
Kau bisikkan kata
Dan hapus semua sesalku

 
Janganlah kau tinggalkan diriku
Takkan mampu menghadapi semua
Hanya bersamamu 'ku akan bisa

 
Kau adalah darahku
Kau adalah jantungku
Kau adalah hidupku
Lengkapi diriku
Oh, sayangku kau begitu

 
Sempurna
Sempurna
 

 
Janganlah kau tinggalkan diriku
Takkan mampu menghadapi semua
Hanya bersamamu 'ku akan bisa

 
Kau adalah darahku  
Kau adalah jantungku  
Kau adalah hidupku
Lengkapi diriku
Oh, sayangku kau begitu
Kau adalah darahku  
Kau adalah jantungku  
Kau adalah hidupku
Lengkapi diriku
Oh, sayangku kau begitu
Sayangku kau begitu

 
Sempurna
Sempurna1",0
Daur Hidup,Donne Maula," 

 
Hai perkenalkan Aku jiwa yang bertahan
Sudah ditempa keras oleh banyak cerita
Mati berkali-kali tapi bisa hidup lagi
Konon jika selamat, aku semakin hebat

 
Daur hidup akan selalu berputar
Tugasku hanya bertahan
Terus jalan dan mengalirlah seperti air
Dari lahir sampai ku jadi debu di akhir

 
Bohong jika aku bilang selalu kuat
Lemah datang di saat-saat 'tak tepat
Beruntung aku dijaga Kawan erat
Ayat buat ku dan Dia semakin dekat

 
Daur hidup akan selalu berputar
Tugasku hanya bertahan
Terus jalan dan mengalirlah seperti air
Dari lahir sampai ku jadi debu di akhir
You might also like 

 
Daur hidup akan selalu berputar
Tugasku hanya bertahan
Terus jalan dan mengalirlah seperti air
Dari lahir sampai ku jadi debu di akhir

 
Hai sеmua tangis dan tawa di depan mata
Aku 'tak pilih kasih, kan ku peluk semua",1
"Bercinta Lewat Kata - From ""Jatuh Cinta Seperti di Film-Film""",Donne Maula," 

 
Apakah cinta masih sama
Jika kau tau ujungnya
Satu, pekenalan
Dua, pendekatan
Apa kau bosan?

 
Bencana bencana
Diluar rencana
Janji janji fana
Membuat merana

 
Cerita kita takkan seperti di layar layar kaca
Gemas, romantis tak masuk logika
Cerita kita kan berjalan perlahan dan sederhana
Saling mengerti hanya lewat bicara

 

 
Cerita kita takkan seperti di layar layar kaca
Gemas, romantis tak masuk logika, hmm
Cerita kita kan berjalan perlahan dan sederhana, hmm-mm
Saling mengerti hanya lewat bicara
You might also like 
Lepas dan hangat bercinta lewat kata",1
